tag	en	fr	pt	es	id	ru	zh
toDoTable.topic	Topic	Sujet	Tópico	Tema	Topik	Тема	主题
grid.endsWith	Ends with	Se termine par	Termina com	Termina con	Berakhir dengan	Заканчивается на	结束于
community.finished	finished	terminé	concluído	terminado	selesai	завершенный	完成
artifactType.keyterm	Key Term	Terme clé	Termo-chave	Término clave	Istilah Alkitab	Ключевой термин	关键术语
tool.keyterm	Term Verify	Vérification du terme	Termo Verificar	Término Verificar	Verifikasi Tim	Проверка термина	验证词语
faithbridge.text	text	texte	texto	texto	teks	текст	文本
findResource.type	Type	Type	Tipo	Tipo	Jenis	Тип	类型
passageDetailArtifacts.type	Type	Type	Tipo	Tipo	Jenis	Тип	类型
selectRecording.artifactType	Type	Type	Tipo	Tipo	Jenis	Тип	类型
passageRecord.fileType	File Type	Type de fichier	Tipo de Arquivo	Tipo de archivo	Jenis Berkas	Тип файла	文件类型
selectArtifactType.artifactType	Artifact Type	Type d'artefact	Tipo de Artefato	Tipo de artefacto	Jenis Sumber	Тип дополнительного материала	学习工具类型
vProject.type	Audio Project Type	Type de projet audio	Tipo do Projeto de Áudio	Tipo de proyecto de audio	Jenis Proyek Audio	Тип аудио проекта	音频项目的类型
mediaTab.graphicRightsTitle	Graphics Rights holder	Détenteur des droits graphiques	Gráficos Titular dos direitos	Titular de los derechos gráficos	Pemilik Hak Cipta Gambar	Графика Правообладатель	图形 权利持有人
artifactCategory.title	Title	Titre	Título	Título	Judul	Название	标题
artifactType.title	Title	Titre	Título	Título	Judul	Название	标题
passageDetailArtifacts.title	Title	Titre	Título	Título	Judul	Название	标题
passageType.TITLE	Title	Titre	Título	Título	Judul	Название	标题
resource.title	Title	Titre	Título	Título	Judul	Название	标题
scriptureTable.title	Title	Titre	Título	Título	Judul	Заголовок	标题
toDoTable.title	Title	Titre	Título	Título	Judul	Заголовок	标题
grid.all	All	Tout	Todos	Todo	Semua	Все	全部
keyTerms.all	All	Tous	Todos	Todos	Semua	Все	全部
mediaTab.all	All	Toutes	Todos	Todos	Semua	Все	全部
filterMenu.all	All	Toutes	Todos	Todos los	Semua	Все	全部
voice.allTeams	All Teams	Toutes les équipes	Todas as equipes	Todos los equipos	Semua Tim	Все команды	所有团队
filterMenu.allSteps	All Steps	Toutes les étapes	Todas as Etapas	Todos los Pasos	Semua Langkah	Все шаги	全部步骤
userListMode.switchUser	Work Online	Travail en ligne	Trabalhar Online	Trabajar en línea	Bekerja Secara Online	Работать онлайн	在线工作。
welcome.online	Work Online	Travail en ligne	Trabalhar Online	Trabajar en línea	Bekerja Secara Online	Работать онлайн	在线工作。
userListMode.workOffline	Work Offline	Travailler hors ligne	Trabalhar Offline	Trabajar sin conexión	Bekerja Tanpa Koneksi Internet	Работать офлайн	离线工作
welcome.offline	Work Offline	Travailler hors ligne	Trabalhar Offline	Trabajar sin conexión	Bekerja Tanpa Koneksi Internet	Работать офлайн	离线工作
viewMode.work	Work	Travailler	Trabalhar	Trabajo	Kerja	Работа	工作
welcome.alone	Work Alone	Travailler seul	Trabalhar Sozinho	Trabajo en solitario	Bekerja Sendiri	Работа в одиночку	独自工作
keyTerms.translation	Translation	Traduction	Tradução	Traducción	Terjemahan	Перевод	译文
artifactType.backtranslation	Phrase Back Translation	Retraduction de la phrase	Tradução reversa de frase	Traducción de frases hacia atrás	Terjemahan Balik Hentian Singkat	Обратный перевод фразы	词语回译
keyTerms.play	Play Translation	Lire la traduction	Tradução de jogos	Traducción de reproducciones	Putarkan Terjemahan	Воспроизвести перевод	播放译文
artifactType.wholebacktranslation	Whole Back Translation	Toute la retraduction	Tradução Inteira	Traducción inversa completa	Terjemahan Balik Utuh	Перевод всей спины	所有回译
tool.wholeBackTranslate	Whole Back Translate	Traduire en arrière	Voltar Traduzir	Traducir en su totalidad	Terjemahan Balik Utuh	Полный обратный перевод	所有回译
workflowSteps.wholeBackTranslate	Whole Back Translate	Traduire en entier	Traduzir todo o verso	Traducir entero de vuelta	Terjemahan Balik Utuh	Обратный перевод целиком	所有回译
workflowSteps.wholeBackTranslation	Whole Back Translate	Dos entier Traduire	Retrotradução Completa	Traducir entero de vuelta	Terjemahan Balik Utuh	Весь обратный перевод	所有回译
tool.phraseBackTranslate	Phrase Back Translate	Phrase Retour Traduire	Tradução de Frase Traseiro	Traducir frase de vuelta	Terjemahan Balik Hentian Singkat	Обратный перевод фразы	词语回译
shared.translator	Translator	Traducteur	Tradutor	Traductor	Penerjemah	Переводчик	翻译者
activityState.transcribing	Transcribing	Transcrire	Transcrevendo	Transcribiendo	Sedang Ditulis	Трансрибировает	听写中
cards.transcriber	Transcribing	Transcription	Transcrevendo	Transcribiendo	Sedang Ditulis	Расшифровка	听写中
activityState.transcribe	Transcribe	Transcription	Transcrever	Transcribir	Ketik	Транскрибировать	转写
community.transcribe	Transcribe	Transcrire	Transcrever	Transcribir	Ketik	Транскрибировать	听写
main.transcribe	Transcribe	Transcrires	Transcrever	Transcribir	Ketik	Транскрибирования	听写
planActions.transcribe	Transcribe	Transcrire	Transcrever	Transcribir	Ketik	Транскрибировать	听写
toDoTable.transcriber	Transcribe	Transcrire	Transcrever	Transcribir	Ketik	Транскрибировать	听写
tool.transcribe	Transcribe	Transcrire	Transcrever	Transcribir	Ketik	Транскрибировать	听写
workflowSteps.transcribe	Transcribe	Transcription	Transcrever	Transcribir	Ketik	Транскрибировать	听写
workflowSteps.wBTTranscribe	Whole BT Transcribe	Traduire en entier Transcription	Traduzir todo Transcrição	Transcribir BT completo	Ketik TerBal Utuh	Обратный перевод целиком Транскрибировать	所有回译听写
consultantCheck.transcription	Transcription	Transcription	Transcrição	Transcripción	Transkripsi	Транскрипция	听写本
import.transcription	Transcription	Transcription	Transcrição	Transcripción	Transkripsi	Транскрипция	听写本
transcriptionShow.transcription	Transcription	Transcription	Transcrição	Transcripción	Transkripsi	Транскрипция	听写本
cards.recognizeSpeech	Auto Transcription	Transcription automatique	Transcrição automática	Transcripción automática	Transkripsi Otomatis	Автотранскрипция	自动转录
transcriber.incomplete	Incomplete transcription	Transcription incomplète	Transcrição incompleta	Transcripción incompleta	Transkripsi belum lengkap	Незавершенная транскрипция	转录不完整
transcriber.needsNewTranscription	Rejected transcription	Transcription refusée	Transcrição rejeitada	Transcripción rechazada	Transkripsi yang ditolak	Отклоненная транскрипция	拒绝的听写本
planTabs.transcriptions	Transcriptions	Transcriptions	Transcrições	Transcripciones	Transkripsi	Транскрипции	听写
shared.transcriber	Transcriber	Transcripteur	Transcritor	Transcriptor	Pengetik	Транскриптор	听写员
activityState.transcribed	Transcribed	Transcrit	Transcrito	Transcrito	Sudah Diketik	Транскрибировано	已转录
keyTerms.transliteration	Transliteration	Translittération	Transliteração	Transliteración	Transliterasi	Транслитерация	音译
sortMenu.lastUpdated	Last Updated	Dernière mise à jour	Última Atualização	Última actualización	Pembaruan Terakhir	Последнее обновление	最新更新
filterMenu.latestVersion	Latest Version	Dernière version	Versão Mais Recente	Última versión	Versi Terbaru	Последняя версия	最新版本
mediaTab.latestVersion	Latest Version	Dernière version	Versão mais recente	Última versión	Versi Terbaru	Последняя версия	最新版本
transcriptionTab.latestAudio	Latest Audio	Dernier audio	Último Áudio	Último audio	Berkas Audio Terakhir	Последнее аудио	最新音频
stepEditor.oneHidden	One step hidden	Une étape cachée	Uma etapa oculta	Un paso oculto	Satu langkah tersembunyi	Один шаг скрыт	隐藏一个步骤了
integration.onestory	One Story	Une Histoire	Uma História	Una historia	One Story	Одна история	一个故事
invite.join	Join	Rejoindre	Juntar-se	Únase a	Bergabung	Присоединиться	加入
mediaTab.user	User	Utilisateur	Utilizador	Usuario	Pengguna	Пользователь	用户
welcome.quickFamily	User	Utilisateur	Usuário	Usuario	Pengguna	Пользователь	用户名
access.currentUser	Current User	Utilisateur Actuel	Usuário Atual	Usuario Actual	Pengguna Aktif	Текущий пользователь	当前用户
welcome.quickName	Initial User	Utilisateur initial	Usuário Inicial	Usuario inicial	Pengguna Awal	Исходный пользователь	初始用户
access.offlineUsers	Offline Users	Utilisateurs hors ligne	Usuários Offline	Usuarios sin conexión	Pengguna Offline	Пользователи в автономном режиме	离线用户
import.old	Previous Value	Valeur précédente	Valor Anterior	Valor anterior	Nilai Sebelumnya	Предыдущее значение	上一个值
import.imported	Imported Value	Valeur importée	Valor Importado	Valor importado	Nilai Impor	Импортированное значение	导入的值
keyTerms.misc	Miscellaneous	Divers	Diversos	Varios	Lain-lain	Разное	其他界面选项
mediaActions.view	View	Voir	Visualizar	Ver	Lihat	Вид	观看
mediaTab.viewAssociations	View Associations	Voir les associations	Visualizar Associações	Ver Asociaciones	Lihat Hubungan	Просмотр ассоциаций	看见关系
main.helpSpreadsheet	View spreadsheet convention	Voir la convention du tableur	Visualizar convenção de planilha	Ver la convención de la hoja de cálculo	Lihat sisten lembar kerja	Просмотреть соглашение электронной таблицы	查看电子表格协议
workflowSteps.termVerify	Term Verify	Vérification du terme	Verificação do termo	Verificación de términos	Verifikasi Tim	Проверка термина	验证词语
artifactType.vernacular	Vernacular	Vernaculaire	Vernáculo	Vernáculo	Bahasa Daerah	Местный язык	土语
discussionCard.version	Version	Version	Versão	Versión	Versi	Версия	版本
mediaTab.version	Version	Version	Versão	Versión	Versi	Версия	版本
passageDetailArtifacts.version	Version	Version	Versão	Versión	Versi	Версия	版本
commentCard.previousVersion	Previous Version	Version précédente	Versão Anterior	Versión anterior	Versi Sebelumnya	Предыдущая версия	之前的版本
selectRecording.sourceVersion	Source Version	Version de la source	Versão de Origem	Versión de la fuente	Versi Sumber	Версия источника	源版本
findResource.oralVersion	oral-version	version orale	versão oral	versión oral	versi-lisan	устный перевод	口译
planActions.versions	Versions	Versions	Versões	Versiones	Versi	Версии	版本
planSheet.versions	Versions	Versions	Versões	Versiones	Versi	Версии	版本
resource.versions	Versions	Versions	Versões	Versiones	Versi	Версии	版本
shared.versionHistory	Versions	Versions	Versões	Versiones	Versi	Версии	版本
faithbridge.video	video	vidéo	video	vídeo	video	видео	视频
findResource.video	video	vidéo	vídeo	vídeo	video	видео	视频
resource.overview	Overview	Vue d'ensemble	Visão geral	Visión general	Tinjauan	Обзор	概要
findResource.preview	Preview	Aperçu	Pré-visualização	Vista previa	Tampilan Awal	Предварительный просмотр	预览
mediaUpload.preview	Preview	Aperçu	Pré-visualização	Vista previa	Tampilan Awal	Предварительный просмотр	预览
vProject.preview	Preview	Aperçu	Pré-visualizar	Vista previa	Tampilan	Предварительный просмотр	预览
stepEditor.retell	Retell	Répéter	Recontar	Volver a contar	Cerita Ulang	Пересказ	复述
workflowSteps.backTranslation	Back Translate	Traduire en arrière	Criar uma Retrotradução	Volver Traducir	Buat Terjemahan Balik	Обратный перевод	回译
invite.resend	Resend	Renvoyer	Reenviar	Vuelva a enviar	Kirim ulang	Отправить еще раз	重新发送
voice.stJoin	and	et	e	y	dan	и	并且
invite.alreadyInvited	Already invited!	Déjà invité !	Já convidado!	Ya he sido invitado	Sudah diundang!	Уже приглашен!	邀请过了
deleteExpansion.dangerZone	Danger Zone	Zone de danger	Zona de Perigo	Zona de peligro	Zona Bahaya	Опасная зона	危险区
import.timezone	Time zone	Fuseau horaire	Fuso horário	Zona horaria	Zona waktu	Часовой пояс	时区
profile.timezone	Time zone	Fuseau horaire	Fuso horário	Zona horaria	Zona waktu	Часовой пояс	时区
usertable.timezone	Timezone	Fuseau horaire	Fuso horário	Zona horaria	Zona Waktu	Часовой пояс	时区
profile.defaultTimezone	Default timezone set.	Fuseau horaire par défaut.	Fuso horário padrão definido.	Zona horaria por defecto.	Zona waktu default sudah ditetapkan.	Установить часовой пояс по умолчанию.	默认时区设置。
